tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,favorite_count,retweet_count,followers_count,jpg_url,dog_stage,prediction,confidence_level
677687604918272002,2015-12-18 03:11:30,Twitter for iPhone,This was Cindy's face when she heard Susan forgot the snacks for after the kid's soccer game. 11/10 https://t.co/gzkuVGRgAD,https://twitter.com/dog_rates/status/677687604918272002/photo/1,11.0,10.0,None,,,,,2349,789,9004972,https://pbs.twimg.com/media/CWehRdEWIAAySyO.jpg,None,Pembroke,0.573047
677698403548192770,2015-12-18 03:54:25,Twitter for iPhone,This is Sadie. She got her holidays confused. 9/10 damn it Sadie https://t.co/fm7HxOsuPK,https://twitter.com/dog_rates/status/677698403548192770/photo/1,9.0,10.0,Sadie,,,,,1160,299,9004972,https://pbs.twimg.com/media/CWerGmOXAAAm6NY.jpg,None,Shih-Tzu,0.916645
677700003327029250,2015-12-18 04:00:46,Twitter for iPhone,This is Ralph. He's an interpretive dancer. 10/10 https://t.co/zoDdPyPFsa,https://twitter.com/dog_rates/status/677700003327029250/photo/1,10.0,10.0,Ralph,,,,,3202,1341,9004972,https://pbs.twimg.com/media/CWesj06W4AAIKl8.jpg,None,Siberian_husky,0.120849
677716515794329600,2015-12-18 05:06:23,Twitter for iPhone,IT'S PUPPERGEDDON. Total of 144/120 ...I think https://t.co/ZanVtAtvIq,https://twitter.com/dog_rates/status/677716515794329600/photo/1,144.0,120.0,None,,,,,2872,913,9004972,https://pbs.twimg.com/media/CWe7kw9W4AE8UJh.jpg,None,chow,0.0254378
677895101218201600,2015-12-18 16:56:01,Twitter for iPhone,Guys this was terrifying. Really spooked me up. We don't rate ghosts. We rate dogs. Please only send dogs... 9/10 https://t.co/EJImi1udYb,https://twitter.com/dog_rates/status/677895101218201600/photo/1,9.0,10.0,None,,,,,4543,1929,9004972,https://pbs.twimg.com/media/CWhd_7WWsAAaqWG.jpg,None,dalmatian,0.550702
677918531514703872,2015-12-18 18:29:07,Twitter for iPhone,"""Everything looks pretty good in there. Make sure to brush your gums. Been flossing? How's school going?"" Both 10/10 https://t.co/lWL2IMJqLR",https://twitter.com/dog_rates/status/677918531514703872/photo/1,10.0,10.0,None,,,,,1257,382,9004972,https://pbs.twimg.com/media/CWhzTbzWUAAEAUN.jpg,None,Eskimo_dog,0.199347
678021115718029313,2015-12-19 01:16:45,Twitter for iPhone,This is Reese. He likes holding hands. 12/10 https://t.co/cbLroGCbmh,https://twitter.com/dog_rates/status/678021115718029313/photo/1,12.0,10.0,Reese,,,,,12826,5873,9004972,https://pbs.twimg.com/media/CWjQm5gXAAA9GkD.jpg,None,miniature_pinscher,0.822048
676946864479084545,2015-12-16 02:08:04,Twitter for iPhone,This pups goal was to get all four feet as close to each other as possible. Valiant effort 12/10 https://t.co/2mXALbgBTV,https://twitter.com/dog_rates/status/676946864479084545/photo/1,12.0,10.0,None,,,,,1630,341,9004779,https://pbs.twimg.com/media/CWT_lOQWUAAXPaY.jpg,None,Pekinese,0.752707
678255464182861824,2015-12-19 16:47:58,Twitter for iPhone,This is Jessifer. She is a Bismoth Teriyaki. Flowers being attacked by hurricanes on bandana (rad). 9/10 stellar pup https://t.co/nZhmRwZzWv,https://twitter.com/dog_rates/status/678255464182861824/photo/1,9.0,10.0,Jessifer,,,,,1502,345,9004972,https://pbs.twimg.com/media/CWmlvxJU4AEAqaN.jpg,None,Chihuahua,0.613819
676942428000112642,2015-12-16 01:50:26,Twitter for iPhone,Who leaves the last cupcake just sitting there? 9/10 https://t.co/PWMqAoEx2a,https://twitter.com/dog_rates/status/676942428000112642/photo/1,9.0,10.0,None,,,,,1946,696,9004779,https://pbs.twimg.com/media/CWT7imQXIAMwpQ2.jpg,None,,0.0
676864501615042560,2015-12-15 20:40:47,Twitter for iPhone,Meet Ash. He's just a head now. Lost his body during the Third Crusade. Still in good spirits. 10/10 would pet well https://t.co/NJj2uP0atK,https://twitter.com/dog_rates/status/676864501615042560/photo/1,10.0,10.0,Ash,,,,,1968,653,9004779,https://pbs.twimg.com/media/CWS0q8iU8AE2Srr.jpg,None,Chesapeake_Bay_retriever,0.371146
675822767435051008,2015-12-12 23:41:18,Twitter for iPhone,🎶 HELLO FROM THE OTHER SIIIIIIIIDE 🎶 10/10s https://t.co/GK2HJtkdQk,https://twitter.com/dog_rates/status/675822767435051008/photo/1,10.0,10.0,None,,,,,1421,497,9004779,https://pbs.twimg.com/media/CWEBOFYWwAA-O2c.jpg,None,Pomeranian,0.4607100000000001
675853064436391936,2015-12-13 01:41:41,Twitter for iPhone,Here we have an entire platoon of puppers. Total score: 88/80 would pet all at once https://t.co/y93p6FLvVw,"https://twitter.com/dog_rates/status/675853064436391936/photo/1,https://twitter.com/dog_rates/status/675853064436391936/photo/1",88.0,80.0,None,,,,,2518,1187,9004779,https://pbs.twimg.com/media/CWEcxqWVEAAHyGH.jpg,None,Labrador_retriever,0.868367
675870721063669760,2015-12-13 02:51:51,Twitter for iPhone,&amp; this is Yoshi. Another world record contender 11/10 (what the hell is happening why are there so many contenders?) https://t.co/QG708dDNH6,https://twitter.com/dog_rates/status/675870721063669760/photo/1,11.0,10.0,None,,,,,1523,522,9004779,https://pbs.twimg.com/media/CWEs1b-WEAEhq82.jpg,None,golden_retriever,0.263892
675878199931371520,2015-12-13 03:21:34,Twitter for iPhone,"Ok, I'll admit this is a pretty adorable bunny hopping towards the ocean but please only send in dogs... 11/10 https://t.co/sfsVCGIipI",https://twitter.com/dog_rates/status/675878199931371520/photo/1,11.0,10.0,None,,,,,3901,1303,9004779,https://pbs.twimg.com/media/CWEzo19WoAEiOCj.jpg,None,Cardigan,0.0436271
675888385639251968,2015-12-13 04:02:03,Twitter for iPhone,Breathtaking scene. A father taking care of his newborn pup. Tugs at the heartstrings. 10/10 restores my faith https://t.co/06oZdehGEa,https://twitter.com/dog_rates/status/675888385639251968/photo/1,10.0,10.0,None,,,,,2211,876,9004779,https://pbs.twimg.com/media/CWE85snWIAEG5ES.jpg,None,West_Highland_white_terrier,0.672117
675891555769696257,2015-12-13 04:14:39,Twitter for iPhone,This is Donny. He's summoning the demon monster Babadook. 6/10 Donny please no that won't be a good time for anyone https://t.co/kiW6Knb7Gp,https://twitter.com/dog_rates/status/675891555769696257/photo/1,6.0,10.0,Donny,,,,,1989,788,9004779,https://pbs.twimg.com/media/CWE_x33UwAEE3no.jpg,None,Italian_greyhound,0.305637
676089483918516224,2015-12-13 17:21:08,Twitter for iPhone,"""Yes hello I'ma just snag this here toasted bagel real quick. carry on."" 9/10 https://t.co/Cuz0Osnekp",https://twitter.com/dog_rates/status/676089483918516224/photo/1,9.0,10.0,None,,,,,1231,406,9004779,https://pbs.twimg.com/media/CWHzzFGXIAA0Y_H.jpg,None,bull_mastiff,0.743808
676098748976615425,2015-12-13 17:57:57,Twitter for iPhone,Extremely rare pup here. Very religious. Always praying. Too many legs. Not overwhelmingly fluffy. Won't bark. 3/10 https://t.co/REyE5YKVBb,https://twitter.com/dog_rates/status/676098748976615425/photo/1,3.0,10.0,None,,,,,2793,1304,9004779,https://pbs.twimg.com/media/CWH8L72UkAAvjql.jpg,None,,0.0
676101918813499392,2015-12-13 18:10:33,Twitter for iPhone,Meet Striker. He's ready for Christmas. 11/10 https://t.co/B3xxSLjQSH,https://twitter.com/dog_rates/status/676101918813499392/photo/1,11.0,10.0,Striker,,,,,2658,1089,9004779,https://pbs.twimg.com/media/CWH_FTgWIAAwOUy.jpg,None,Shih-Tzu,0.225848
676146341966438401,2015-12-13 21:07:04,Twitter for iPhone,This is Bert. He likes flowers. 10/10 https://t.co/lmQRrNxaQu,https://twitter.com/dog_rates/status/676146341966438401/photo/1,10.0,10.0,Bert,,,,,1807,618,9004779,https://pbs.twimg.com/media/CWIngp5WEAAJOy3.jpg,None,Irish_water_spaniel,0.388332
676191832485810177,2015-12-14 00:07:50,Twitter for iPhone,These two pups just met and have instantly bonded. Spectacular scene. Mesmerizing af. 10/10 and 7/10 for blue dog https://t.co/gwryaJO4tC,"https://twitter.com/dog_rates/status/676191832485810177/photo/1,https://twitter.com/dog_rates/status/676191832485810177/photo/1,https://twitter.com/dog_rates/status/676191832485810177/photo/1",10.0,10.0,None,,,,,2124,958,9004779,https://pbs.twimg.com/media/CWJQ4UmWoAIJ29t.jpg,None,Chihuahua,0.376741
676215927814406144,2015-12-14 01:43:35,Twitter for iPhone,This is Herm. He just wants to be like the other dogs. Sneaky tongue slip. Super fuzzy. 9/10 would cuddle firmly https://t.co/tg8h9lzCHv,https://twitter.com/dog_rates/status/676215927814406144/photo/1,9.0,10.0,Herm,,,,,1626,533,9004779,https://pbs.twimg.com/media/CWJmzNsWUAE706Z.jpg,None,,0.0
676219687039057920,2015-12-14 01:58:31,Twitter for iPhone,This is Kenneth. He's stuck in a bubble. 10/10 hang in there Kenneth https://t.co/uQt37xlYMJ,https://twitter.com/dog_rates/status/676219687039057920/photo/1,10.0,10.0,Kenneth,,,,,71769,28759,9004779,https://pbs.twimg.com/media/CWJqN9iWwAAg86R.jpg,None,whippet,0.000132464
676237365392908289,2015-12-14 03:08:46,Twitter for iPhone,Say hello to Winston. He has no respect for the system. Much rebellion. I think that's a palm tree... nice. 8/10 https://t.co/dOLQddhXLZ,https://twitter.com/dog_rates/status/676237365392908289/photo/1,8.0,10.0,Winston,,,,,1131,259,9004779,https://pbs.twimg.com/media/CWJ6Sc-WwAAlpI6.jpg,None,French_bulldog,0.961996
676430933382295552,2015-12-14 15:57:56,Twitter for iPhone,"Meet Duke. He's an Urban Parmesan. They know he's scared of the green rubber dog. ""Why u do dis?"" thinks Duke. 10/10 https://t.co/3bim9U5Idr",https://twitter.com/dog_rates/status/676430933382295552/photo/1,10.0,10.0,Duke,,,,,1309,316,9004779,https://pbs.twimg.com/media/CWMqV7WUYAEEClG.jpg,None,golden_retriever,0.583875
676440007570247681,2015-12-14 16:34:00,Twitter for iPhone,Hope your Monday isn't too awful. Here's two baseball puppers. 11/10 for each https://t.co/dB0H9hdZai,"https://twitter.com/dog_rates/status/676440007570247681/photo/1,https://twitter.com/dog_rates/status/676440007570247681/photo/1",11.0,10.0,None,,,,,1614,615,9004779,https://pbs.twimg.com/media/CWMyl9EWUAAnZJ0.jpg,None,Maltese_dog,0.579472
676496375194980353,2015-12-14 20:17:59,Twitter for iPhone,Say hello to Griffin. He's upset because his costume for Halloween didn't arrive until today. 9/10 cheer up pup https://t.co/eoBCjSFajX,https://twitter.com/dog_rates/status/676496375194980353/photo/1,9.0,10.0,Griffin,,,,,1431,496,9004779,https://pbs.twimg.com/media/CWNl3S9WcAARN34.jpg,None,pug,0.985387
676533798876651520,2015-12-14 22:46:41,Twitter for iPhone,ITSOFLUFFAYYYYY 12/10 https://t.co/bfw13CnuuZ,https://twitter.com/dog_rates/status/676533798876651520/photo/1,12.0,10.0,None,,,,,1759,514,9004779,https://pbs.twimg.com/media/CWOH4s9U8AEtkmQ.jpg,None,chow,0.26527399999999995
676582956622721024,2015-12-15 02:02:01,Twitter for iPhone,"Meet Vinnie. He's having fun while being safe. Well not a lot of fun, but definitely safe, and that's important 8/10 https://t.co/vZYtynZZlH",https://twitter.com/dog_rates/status/676582956622721024/photo/1,8.0,10.0,Vinnie,,,,,1115,253,9004779,https://pbs.twimg.com/media/CWO0m8tUwAAB901.jpg,None,Boston_bull,0.196307
676588346097852417,2015-12-15 02:23:26,Twitter for iPhone,This is Bubbles. He kinda resembles a fish. Always makes eye contact with u no matter what. Sneaky tongue slip. 5/10 https://t.co/Nrhvc5tLFT,https://twitter.com/dog_rates/status/676588346097852417/photo/1,5.0,10.0,Bubbles,,,,,2161,727,9004779,https://pbs.twimg.com/media/CWO5gmCUYAAX4WA.jpg,None,Boston_bull,0.976577
676606785097199616,2015-12-15 03:36:42,Twitter for iPhone,*screeches for a sec and then faints* 12/10 https://t.co/N5QL4ySBEx,https://twitter.com/dog_rates/status/676606785097199616/photo/1,12.0,10.0,None,,,,,1791,405,9004779,https://pbs.twimg.com/media/CWPKSGpWcAQN6mw.jpg,None,malinois,0.1423
676613908052996102,2015-12-15 04:05:01,Twitter for iPhone,This is the saddest/sweetest/best picture I've been sent. 12/10 😢🐶 https://t.co/vQ2Lw1BLBF,https://twitter.com/dog_rates/status/676613908052996102/photo/1,12.0,10.0,Nonehe,,,,,1022,184,9004779,https://pbs.twimg.com/media/CWPQwmJWUAAu_At.jpg,None,Doberman,0.0964228
676776431406465024,2015-12-15 14:50:49,Twitter for iPhone,"When someone yells ""cops!"" at a party and you gotta get your drunk friend out of there. 10/10 https://t.co/4rMZi5Ca1k",https://twitter.com/dog_rates/status/676776431406465024/video/1,10.0,10.0,None,,,,,4691,1884,9004779,https://pbs.twimg.com/ext_tw_video_thumb/676776408941662209/pu/img/k-6I3YEZAQtYPBXR.jpg,None,,0.0
676811746707918848,2015-12-15 17:11:09,Twitter for iPhone,Say hello to Penny &amp; Gizmo. They are practicing their caroling. The ambition in the room is tangible. 9/10 for both https://t.co/aqBHjjh5VD,https://twitter.com/dog_rates/status/676811746707918848/photo/1,9.0,10.0,Penny,,,,,1350,401,9004779,https://pbs.twimg.com/media/CWSEsO9WwAAX-fZ.jpg,None,Chihuahua,0.440916
676821958043033607,2015-12-15 17:51:44,Twitter for iPhone,Finally some constructive political change in this country. 11/10 https://t.co/mvQaETHVSb,"https://twitter.com/dog_rates/status/676821958043033607/photo/1,https://twitter.com/dog_rates/status/676821958043033607/photo/1",11.0,10.0,None,,,,,21465,14379,9004779,https://pbs.twimg.com/media/CWSN-vaXAAA8Ehr.jpg,None,Great_Pyrenees,0.8698040000000001
676897532954456065,2015-12-15 22:52:02,Twitter for iPhone,Exotic handheld dog here. Appears unathletic. Feet look deadly. Can be thrown a great distance. 5/10 might pet idk https://t.co/Avq4awulqk,https://twitter.com/dog_rates/status/676897532954456065/photo/1,5.0,10.0,None,,,,,2113,677,9004779,https://pbs.twimg.com/media/CWTSt0UW4AALMNB.jpg,None,,0.0
690690673629138944,2016-01-23 00:21:03,Twitter for iPhone,This is Cedrick. He's a spookster. Did me a discomfort. 10/10 would pet with a purpose https://t.co/yS7T4gxKod,https://twitter.com/dog_rates/status/690690673629138944/photo/1,10.0,10.0,Cedrick,,,,,2223,777,9004970,https://pbs.twimg.com/media/CZXTgKkWwAA5UZJ.jpg,None,Maltese_dog,0.08962460000000001
678334497360859136,2015-12-19 22:02:01,Twitter for iPhone,This is Rosie. She has a snazzy bow tie and a fin for a tail. Probably super fast underwater. Cool socks 10/10 https://t.co/GO76MdGBs0,https://twitter.com/dog_rates/status/678334497360859136/photo/1,10.0,10.0,Rosie,,,,,1223,232,9004972,https://pbs.twimg.com/media/CWntoDVWcAEl3NB.jpg,None,Norfolk_terrier,0.378643
678396796259975168,2015-12-20 02:09:34,Twitter for iPhone,These little fellas have opposite facial expressions. Both 12/10 https://t.co/LmThv0GWen,"https://twitter.com/dog_rates/status/678396796259975168/photo/1,https://twitter.com/dog_rates/status/678396796259975168/photo/1",12.0,10.0,None,,,,,1504,391,9004972,https://pbs.twimg.com/media/CWomSU_XIAAUYiK.jpg,None,Pembroke,0.95618
679862121895714818,2015-12-24 03:12:15,Twitter for iPhone,"""Dammit hooman I'm jus trynna lik the fler"" 11/10 https://t.co/eRZRI8OTj7",https://twitter.com/dog_rates/status/679862121895714818/photo/1,11.0,10.0,None,,,,,2340,579,9004972,https://pbs.twimg.com/media/CW9a_h1WwAApmAy.jpg,None,EntleBucher,0.5232060000000001
679877062409191424,2015-12-24 04:11:37,Twitter for iPhone,Meet Penelope. She's a bacon frise. Total babe (lol get it like the movie). Doesn't bark tho. 5/10 very average dog https://t.co/SDcQYg0HSZ,https://twitter.com/dog_rates/status/679877062409191424/photo/1,5.0,10.0,Penelope,,,,,1879,606,9004972,https://pbs.twimg.com/media/CW9olDsUsAA0XSf.jpg,None,,0.0
680070545539371008,2015-12-24 17:00:27,TweetDeck,Say hello to Emmie. She's trapped in an ornament. Tragic af. Looks pretty content tho. Maybe it's meant to be. 9/10 https://t.co/Fh7geodBCU,https://twitter.com/dog_rates/status/680070545539371008/photo/1,9.0,10.0,Emmie,,,,,2462,808,9004972,https://pbs.twimg.com/media/CW-dU34WQAANBGy.jpg,None,Shih-Tzu,0.121811
680085611152338944,2015-12-24 18:00:19,TweetDeck,This is by far the most coordinated series of pictures I was sent. Downright impressive in every way. 12/10 for all https://t.co/etzLo3sdZE,"https://twitter.com/dog_rates/status/680085611152338944/photo/1,https://twitter.com/dog_rates/status/680085611152338944/photo/1,https://twitter.com/dog_rates/status/680085611152338944/photo/1",12.0,10.0,Noney,,,,,12193,8489,9004972,https://pbs.twimg.com/media/CXAiiHUWkAIN_28.jpg,None,,0.0
680115823365742593,2015-12-24 20:00:22,Twitter for iPhone,This is Ozzy. He woke up 2 minutes before he had to be ready for the Christmas party. 9/10 classic Ozzy https://t.co/Kt9vmw0Fap,https://twitter.com/dog_rates/status/680115823365742593/photo/1,9.0,10.0,Nonezzy,,,,,2585,857,9004972,https://pbs.twimg.com/media/CXBBurSWMAELewi.jpg,None,pug,0.999365
680130881361686529,2015-12-24 21:00:12,Twitter for iPhone,This is Reggie. His Santa hat is a little big. 10/10 he's still having fun https://t.co/w0dcGXq7qK,https://twitter.com/dog_rates/status/680130881361686529/photo/1,10.0,10.0,Reggie,,,,,2184,887,9004972,https://pbs.twimg.com/media/CXBPbVtWAAA2Vus.jpg,None,Maltese_dog,0.199121
680161097740095489,2015-12-24 23:00:17,Twitter for iPhone,Meet Goliath. He's an example of irony. Head is phenomenally round. Wants to be an ornament. 12/10 would hug gently https://t.co/72Dil0Aktw,https://twitter.com/dog_rates/status/680161097740095489/photo/1,12.0,10.0,Goliath,,,,,2219,695,9004972,https://pbs.twimg.com/media/CXBq6RPWkAAaNuU.jpg,None,bluetick,0.268681
680206703334408192,2015-12-25 02:01:30,Twitter for iPhone,I hope everyone enjoys this picture as much as I do. This is Toby. 12/10 https://t.co/vHnu1g9EJm,https://twitter.com/dog_rates/status/680206703334408192/photo/1,12.0,10.0,Toby,,,,,2697,1098,9004972,https://pbs.twimg.com/media/CXCUYcRW8AAObYM.jpg,None,,0.0
680221482581123072,2015-12-25 03:00:14,Twitter for iPhone,This is CeCe. She's patiently waiting for Santa. 10/10 https://t.co/ZJUypFFwvg,https://twitter.com/dog_rates/status/680221482581123072/photo/1,10.0,10.0,CeCe,,,,,1414,279,9004972,https://pbs.twimg.com/media/CXCh0QZW8AALdXm.jpg,None,,0.0
680440374763077632,2015-12-25 17:30:01,Twitter for iPhone,Merry Christmas. My gift to you is this tiny unicorn running into a wall in slow motion. 11/10 https://t.co/UKqIAnR3He,https://twitter.com/dog_rates/status/680440374763077632/video/1,11.0,10.0,None,,,,,1380,471,9004972,https://pbs.twimg.com/ext_tw_video_thumb/680440290977693696/pu/img/B900g7b-n-zhnwi5.jpg,None,,0.0
680494726643068929,2015-12-25 21:06:00,Twitter for iPhone,Here we have uncovered an entire battalion of holiday puppers. Average of 11.26/10 https://t.co/eNm2S6p9BD,https://twitter.com/dog_rates/status/680494726643068929/photo/1,11.26,10.0,None,,,,,1631,458,9004972,https://pbs.twimg.com/media/CXGaVxOWAAADjhF.jpg,None,kuvasz,0.438627
680497766108381184,2015-12-25 21:18:05,Twitter for iPhone,Meet Percy. He's a Latvian Yuletide Heineken. Refuses to take off sweater. Kinda feisty. 12/10 would keep in pocket https://t.co/QGM5Fcuv7s,https://twitter.com/dog_rates/status/680497766108381184/photo/1,12.0,10.0,Percy,,,,,4017,1801,9004972,https://pbs.twimg.com/media/CXGdG0aWcAEbOO1.jpg,None,Chihuahua,0.538354
680583894916304897,2015-12-26 03:00:19,Twitter for iPhone,This is Penny. Her tennis ball slowly rolled down her cone and into the pool. 8/10 bad things happen to good puppers https://t.co/YNWU7LeFgg,"https://twitter.com/dog_rates/status/680583894916304897/photo/1,https://twitter.com/dog_rates/status/680583894916304897/photo/1,https://twitter.com/dog_rates/status/680583894916304897/photo/1,https://twitter.com/dog_rates/status/680583894916304897/photo/1",8.0,10.0,Penny,,,,,3437,1245,9004972,https://pbs.twimg.com/media/CXHrcFYWcAEE5_L.jpg,None,,0.0
680609293079592961,2015-12-26 04:41:15,Twitter for iPhone,This is Brody. That is his chair. He loves his chair. Never leaves it. 9/10 might be stuck actually https://t.co/WvJRg0XJit,https://twitter.com/dog_rates/status/680609293079592961/photo/1,9.0,10.0,Brody,,,,,2499,653,9004972,https://pbs.twimg.com/media/CXICiB9UwAE1sKY.jpg,None,French_bulldog,0.700764
680798457301471234,2015-12-26 17:12:55,Twitter for iPhone,Say hello to Moofasa. He must be a powerful dog. Fenced in for your protection. Just got his ear pierced. 6/10 https://t.co/w6fRfQ3RXD,https://twitter.com/dog_rates/status/680798457301471234/photo/1,6.0,10.0,Moofasa,,,,,2704,970,9004972,https://pbs.twimg.com/media/CXKuiyHUEAAMAGa.jpg,None,,0.0
680801747103793152,2015-12-26 17:25:59,Twitter for iPhone,Great picture here. Dog on the right panicked &amp; forgot about his tongue. Middle green dog must've fainted. All 10/10 https://t.co/31npKUAox0,https://twitter.com/dog_rates/status/680801747103793152/photo/1,10.0,10.0,None,,,,,2261,770,9004972,https://pbs.twimg.com/media/CXKxkseW8AAjAMY.jpg,None,pug,0.99672
680889648562991104,2015-12-26 23:15:17,Twitter for iPhone,This is Cheesy. It's her birthday. She's patiently waiting to eat her party muffin. 9/10 happy birthday pup https://t.co/cH2H7mch2H,https://twitter.com/dog_rates/status/680889648562991104/photo/1,9.0,10.0,Cheesy,,,,,1673,346,9005175,https://pbs.twimg.com/media/CXMBhXfWEAA4mMI.jpg,None,Shetland_sheepdog,0.876337
680913438424612864,2015-12-27 00:49:49,Twitter for iPhone,Meet Griswold. He's dapper as hell. Already pumped for next Christmas. 11/10 https://t.co/5NrpNDyFzN,https://twitter.com/dog_rates/status/680913438424612864/photo/1,11.0,10.0,Griswold,,,,,2295,582,9004972,https://pbs.twimg.com/media/CXMXKKHUMAA1QN3.jpg,None,Pomeranian,0.615678
680934982542561280,2015-12-27 02:15:25,Twitter for iPhone,Say hello to Sadie. She's a Tortellini Sidewinder. Very jubilant pup. Seems loyal. Leaves on point. 10/10 petable af https://t.co/g2bTu4ayPl,https://twitter.com/dog_rates/status/680934982542561280/photo/1,10.0,10.0,Sadie,,,,,1989,409,9004972,https://pbs.twimg.com/media/CXMqwIQWcAA2iE0.jpg,None,Labrador_retriever,0.7843979999999999
680940246314430465,2015-12-27 02:36:20,Twitter for iPhone,This is Alice. She's an idiot. 4/10 https://t.co/VQXdwJfkyS,https://twitter.com/dog_rates/status/680940246314430465/photo/1,4.0,10.0,Alice,,,,,3034,976,9004972,https://pbs.twimg.com/media/CXMvio7WQAAPZJj.jpg,None,soft-coated_wheaten_terrier,0.289598
680959110691590145,2015-12-27 03:51:18,Twitter for iPhone,This is Ozzie. He was doing fine until he lost traction in those festive socks. Now he's tired. 9/10 still killin it https://t.co/u4FYdIRKnY,"https://twitter.com/dog_rates/status/680959110691590145/photo/1,https://twitter.com/dog_rates/status/680959110691590145/photo/1,https://twitter.com/dog_rates/status/680959110691590145/photo/1",9.0,10.0,Nonezzie,,,,,4372,1879,9004972,https://pbs.twimg.com/media/CXNAsm6WsAEST9R.jpg,None,pug,0.0443565
680970795137544192,2015-12-27 04:37:44,Twitter for iPhone,I thought I made this very clear. We only rate dogs. Stop sending other things like this shark. Thank you... 9/10 https://t.co/CXSJZ4Stk3,https://twitter.com/dog_rates/status/680970795137544192/photo/1,9.0,10.0,None,,,,,2294,614,9004972,https://pbs.twimg.com/media/CXNLU6wWkAE0OkJ.jpg,None,pug,0.713102
681193455364796417,2015-12-27 19:22:30,Twitter for iPhone,This is Aspen. He's astronomically fluffy. I wouldn't stop petting this dog if the world was ending around me 11/10 https://t.co/oBlgL9nxpx,"https://twitter.com/dog_rates/status/681193455364796417/photo/1,https://twitter.com/dog_rates/status/681193455364796417/photo/1",11.0,10.0,Aspen,,,,,3522,1389,9004971,https://pbs.twimg.com/media/CXQV03pWYAAVniz.jpg,None,Pomeranian,0.992619
681242418453299201,2015-12-27 22:37:04,Twitter for iPhone,This is Champ. He's being sacrificed to the Aztec sun god Huitzilopochtli. So sad. 10/10 Champ doesn't deserve this https://t.co/VGsziXImoy,https://twitter.com/dog_rates/status/681242418453299201/photo/1,10.0,10.0,Champ,,,,,1412,493,9004971,https://pbs.twimg.com/media/CXRCXesVAAArSXt.jpg,None,,0.0
681261549936340994,2015-12-27 23:53:05,Twitter for iPhone,Say hello to Panda. He's a Quackadilly Shooster. Not amused by your fake ball throwing motion. 9/10 would hug lots https://t.co/wL1iDvbcVk,https://twitter.com/dog_rates/status/681261549936340994/photo/1,9.0,10.0,Panda,,,,,1387,251,9004971,https://pbs.twimg.com/media/CXRTw_5WMAAUDVp.jpg,None,Tibetan_terrier,0.382101
679854723806179328,2015-12-24 02:42:51,Twitter for iPhone,This is Bruce. He's a rare pup. Covered in Frosted Flakes. Nifty gold teeth. Overall good dog. 7/10 would pet firmly https://t.co/RtxxACzZ8A,https://twitter.com/dog_rates/status/679854723806179328/photo/1,7.0,10.0,Bruce,,,,,2718,1157,9004972,https://pbs.twimg.com/media/CW9UQ7oWkAAErmU.jpg,None,chow,0.00230739
678380236862578688,2015-12-20 01:03:46,Twitter for iPhone,This is Crumpet. He underestimated the snow. Quickly retreating. 10/10 https://t.co/a0Zx5LDFZa,https://twitter.com/dog_rates/status/678380236862578688/photo/1,10.0,10.0,Crumpet,,,,,2297,844,9004972,https://pbs.twimg.com/media/CWoXOfSUAAA4u8g.jpg,None,Samoyed,0.0476014
679844490799091713,2015-12-24 02:02:12,Twitter for iPhone,This is Willie. He's floating away and needs your assistance. Please someone help Willie. 10/10 https://t.co/MJqygWqt8X,https://twitter.com/dog_rates/status/679844490799091713/photo/1,10.0,10.0,Willie,,,,,2262,713,9004972,https://pbs.twimg.com/media/CW9K9VeVAAE0j-x.jpg,None,Airedale,0.903832
679729593985699840,2015-12-23 18:25:38,Twitter for iPhone,This is Hunter. He was playing with his ball minding his own business. Has no idea what happened to the carpet. 8/10 https://t.co/DbUTDI3u1R,https://twitter.com/dog_rates/status/679729593985699840/photo/1,8.0,10.0,Hunter,,,,,2063,780,9004972,https://pbs.twimg.com/media/CW7iddWUsAElUC0.jpg,None,West_Highland_white_terrier,0.0935148
678399652199309312,2015-12-20 02:20:55,Twitter for iPhone,This made my day. 12/10 please enjoy https://t.co/VRTbo3aAcm,https://twitter.com/dog_rates/status/678399652199309312/video/1,12.0,10.0,None,,,,,75843,29698,9004972,https://pbs.twimg.com/ext_tw_video_thumb/678399528077250560/pu/img/BOjUNHRsYLeSo0hl.jpg,None,Bedlington_terrier,0.0150472
678410210315247616,2015-12-20 03:02:53,Twitter for iPhone,Say hello to Jerome. He can shoot french fries out of his mouth at insane speeds. Deadly af. 10/10 https://t.co/dIy88HwrX8,https://twitter.com/dog_rates/status/678410210315247616/photo/1,10.0,10.0,Jerome,,,,,3972,1681,9004972,https://pbs.twimg.com/media/CWoyfMiWUAAmGdd.jpg,None,schipperke,0.145877
678424312106393600,2015-12-20 03:58:55,Twitter for iPhone,This is Crystal. She's a shitty fireman. No sense of urgency. People could be dying Crystal. 2/10 just irresponsible https://t.co/rtMtjSl9pz,https://twitter.com/dog_rates/status/678424312106393600/photo/1,2.0,10.0,Crystal,,,,,5163,2381,9004972,https://pbs.twimg.com/media/CWo_T8gW4AAgJNo.jpg,None,Maltese_dog,0.759945
